sentiment,text
positive,Kesinlikle harika ama keşke hani greg bize alışveriş yapmaya yürüyerek geliyor ya bizde gidebils ek bide hay day de bisey var google giriyorsun bize para veriyor oyun için herkez yapıyo oluyor ama ben yapıyorum olmuyor
positive,"Oyun çok ama çok güzel indirin derim mutlaka ama benim eksik gördüğüm bir kaç şeyi dile getirmek istiyorum 1- Greg'in çiftliği : Greg her gün yeni ürünler satıyor bize bu güzel ama sadece ürün satması yetersiz bence yani sipariş panosu, tekne , kasaba falan var bunlar içinde güzel şeyler düşünülebilir ve Greg bize görevler verse karşılığında rastgele ödül verse güzel olur bence mantıklı ve ilk gelen güncellemede siz yaparsınız bunu süpercell 🙈🙏 (Okuyanlara okuduğu için tsk edrm.) Hay Day 🐔🐔"
positive,Ben Brawl stars ta supercell bağlandım şimdi Hay Day yapçam giriş
positive,Çok güzelde bazı şeylere çok altın istiyor.Mahallelerde ben dışında kimse aktif değil.Daha çabuk geklişmeliyiz.Oyun çok cömert her bıt zıt da elmas veriyorlar.Teşekkürler hay day ekibi😺😺😺 Greg'de müşteri olarak gelip ürün almasıda güzel.Genellikle diğer oyunlarda yan hikaye arkadaşını hep unuturlar ama hay day'da greg unutulmuyor.
positive,Bu oyun mükemmel ben bu oyunu 5 dakika önce indirim ama ben bu oyunu daha önce çok indirip silmiştim şimdi ise bidan indiriyorum. Ben bu Hay Day Oyununu çooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooook seviyorum. 😀😃😄😁😆😅🤣😂😍🤩😘😻😺😸💋💌💘💝💖💗💓💞💕💟❣️💔❤️🧡💛💚💙💜🖤👄👍 Bu yoruma kakılanlar varsa lıke atsınlar.
positive,O Okadar güzel bir oyun ki... Daha önce indirmiştim ve 23.seviyeye gelmiştim ama guncellemedigim için silmek zorunda kaldım... ama okadar güzel ki bence mutlaka yükleyin.💜 HAY DAY 💜
positive,Oyunu severek oynuyorum üretilen ürünlerin süreleri kısaltılsa daha güzel olur birde makinalar çok pahalı varımı yogumu sattım depoyu kapattım anca aldım düşünun ne mucadele verdigimi Yeni güncelleme de sorun var lütfen yardımcı olun teşekkürler hay day ekibi
positive,Çok güzel bir oyun çok beğendim.Ama resimde tavuklarla oynuyorum niye oyuncuların resmi görünmüyor anlam veremedim.Yabanci arkadaşlarla oynuyorum ama isimler değişik bayan mi erkek mi bilmiyorum.profilo resmi görünse iyi olur...saygılar ve selamlar hay day
positive,Oyun çok güzeldir supercellin bravl stars oyununu ve hay day oyununu oynayiram ❤️❤️❤️❤️❤️❤️❤️
positive,"Hay day o kadar güzel bir oyun ki kesinlikle yükleyin. Sadece 1 yıldız kırmamim sebebi ise 2 tane supecellin oyunlarından brawl stars,hay day oyunlarında ben id im daha önceden bağlıydı ama silince geri alamadım cunki kod atmadiniz. 2. Sorunsa oyun beni sürekli atıyor tlf samsung galaxy j7 pro güncelledim olmadı format attım olmadı. Supercell (cevap yazarmısın) bu sorunları düzlemezseniz sadece beni deyil milyonlarca kullanıcı gidecek."
positive,Supercell yaptıklarını seviyorum ama brawl starsı onlardan daha fala severim. Hay dayı yeni yüklüyom ama diyer supercelldeki diyar oyunlar yok ama nasıl olduğunu biliyorum herkese selamlar. Brawl starsta ben ama acayip ama çok acayip severim
positive,Oyun çok güzel hatta bu firmanın yaptığı bütün oyunları oynadım ama artık sadece brawl stars ile hay day oynuyorum neyse oyun güzel ama bazen oyundan atıyo tekrar giriliyo.eskiden atmıyodu artık atıyor. herkesde böyleymiş. O düzeltilirse mükemmel olur
neutral,Yeni güncelleme gelmiş ama hiç beğenmedim yeni güncelledikden sonra insanların resimleri hay day amlemi olarak gözüküyo tekrar güncelleme getirilmesini istiyorum
positive,Bende brawl stars clas of clans hayday var supercelin oyinlarini çok seviyorum
positive,"Oyunu çok beğendim yeni güncelleme oyunu daha güzel yapmış 1☆ verenlere baktım yok hay day bozuk,yok saçma sapan oyun bu. Supercell hakkıyla 5☆ alıyor"
neutral,Hay day oyunu çok güzel ama hayvanların paralı değil yeni seviyeye geçtiğinizde vermesini ve bu sorunun çözülmesini istiyorum.
positive,Sizi çok seviyorum bi oynunuzu bayılarak oynuyorum ama hay day oynunda birşey var oyun uyarıverip çıkıyo yoksa bütün oyunlarını bayıla bayıla oynuyorum
positive,Sizi cok seviyorum hay day ekibi 😚
positive,Hay day i çok seviyorum
positive,Hay day ı yeni indiriyorum ama bence güzeldir çünkü supercell yaptı❤🧡❤🧡❤🧡❤🧡❤
positive,Hay day dünyanın en iyi oyunu sevmeyenin aklı kittir O derece
positive,Sizi çok seviyorum bi oynunuzu bayılarak oynuyorum ama hay day oynunda birşey var oyun uyarıverip çıkıyo yoksa bütün oyunlarını bayıla bayıla oynuyorum
positive,Hay day seni çok seviyorum
positive,Cok guzel bir oyun cok seviyorum bu oyunu he gun bu oyunla oynuyorum hic burakmiyorum cocuklar tarafindana cok guzel herkesin bileyici bir oyun bence hic bir yere girmiyorum telefonda sadece bu oyunla oynuyorum cunki her kesin bileciyi bi oyun❤🥰olsemde bu oyunu hic burakamam cunki cok seviyor butun oyunlardan bu oyun cok guzel bence bence sizde guzelmi yorumlara yazin❤🥰😘❤👍💬butun oyunlarin icinden sadece bu ouyuna giriyormum sizde bu oyuna giriyorsunuzmu😘😍🥰hay day hay day hay day hay day
positive,Oyunu seviyorum bagimlilik yapiyor elimden birakamiyor cokk guzel bir oyun sadece hay day bazen oyundan cikiyor kendi kendine onu sevmiyorum bi puanda ondan kirdim ben oyunumu kayp etdim ve halada ariyorum bulurum insAllah neyse ya cokkkkk guzel bir oyun tavsiye ederimmmm bagimlilik yapdi valla hay day siz duramiyorum. Sadece ara bir donuyo baska birsey yok aslibda 1 lvlden baslayanlar evet sikila bilir ama biraz daha fazla lvl kalkarsaniz inanin bana coookk guzel oluyor ve sizede bagimlilikyap
neutral,Iyi geceler. Hay Day oyununu severek oynuyorum. Güncellemelerden sonra oyun açılmıyor ilgilenirseniz sevinirim.
positive,Vazgeçemiyorum hay day den cook keyifli seviyorum
neutral,Hay Day seni cok seviyoruz bunu biliyorsun 😊 balta ve testere bulma sıkıntımız var.agac kesiyoruz odun stoklasak demirde uretiyoruz balta ve testereyide kendimiz üretsek ne de güzel olurdu 😉
positive,Çooookk güzel bir oyun bağımlılık yapiyor Şuana kadar oynadığım en güzel oyun Farm Ville den bile güzel bir oyun fakat bu yorumu yazarken oyun tekrar yükleniyor çünkü sildim oyun kendi kendine durduruldu diyor bence bu bir yıldız kırıp 4 yıldız vermek için bir bahane değil bu sebeple dünyadaki en güzel oyun olduğu için puanim 5 fakat oyun bir süre gećtikten sonra sıkıyor o yüzden oyunu ben bıraktım bunun için yarım puan kırmak istedim ama 1 puan kırabilidiģimiz için 4 puan verdim
positive,Oyun gerçekten çoooooooooook güzel ama bir sorun var. Benim tabletimin çok iyi olmasına ramen benim tabletime indirince sürekli çıkıyor ama bu oyunu annemde oynuyor ve orda çok güzel yanıt veriyor lütfen oyunu düzeltin oyunu çoooooooooook seviyorum kesinlikle 💯💯💯💯💯 puan hak ediyor ama bazı telefonlarda yanıt vermediği için 1puan kırdım oyun mükemmmmmmmeeeeellll
positive,Oyunmükemmel ama çoğu şeyi yapmak çok zor mesela soya fasulyesi 20 dk nedir bee bu zaman daha kısa olması bu oyunun hasılatını yukseltir bu yüzden 4 yıldız verdim bunu hak etti
positive,"Super bi oyun eyer bu kadar eglenceli bir oyunu kim icad etmisse ellerine saglik tesekkur ederim size.Ama tek bir akselik var ki,internet olmadigi zaman oyun acilmiyor,gogldan indir diyo bir tek o.Onuda duzeltseniz cok iyi olur arkadaslar.Sizden arzum,dileyim bir tek o nolursunuz onuda duzeltim oyun lap muhtesem olsum.Size soluyorum herkes oyunu beyenecek ve puan verecek.Siz yeter ki,bu sorunu telahivi edin.Yapabilicekmisiniz.Nolur😘😘💙❤💚💛💜"
positive,"Bana deseniz ki, bu oyuna 100 üzerinden kaç puan verirsiniz diye ben 100 derim. oyunun bir özelliğini sevmiyorum ""internetli"" seviyeler göz açıp kapayana kadar yeni seviyeye geçiyor ilk indirdiğim oyun bu ve ben ilk oyunum olarak çoooooooooooooooooooooooooooooooooooooooooooooook sevdim.Ben bu oyunu karşı komşum ile oynuyorum. Satıyorsunuz, alıyorsunuz, reklama veriyorsunuz, ve reklama girip alıyorsunuz yani reklam dediğim gazete. Ama 7.seviyede açılıyor maalesef.Şu an 28.seviyedeyim.💙"
positive,Dünyanın en popüler çiftlik oyunu elinize emeğinize sağlık teşekkürler hay day ekibi
positive,DÜNYANIN EN IYI ÇIFTLIK OYUNUNU SUNUYORUM!Karşınızdaaa HAY DAY!Arkadaşlar çoook eğlenceli bi oyun.En iyi anlatabilecegim kelime MUHTEŞEM olur.Zaten bu aralar güzel bi ÇIFTLIK oyunu bulmayı istiyodum.Neyseki şanslıymışım.Yapanın eline emeğine sağlık!!!Hey sen hemen oradaki YÜKLE tuşuna tikla!😃💙💚💛💜💖👌👌✌👊
positive,çok güzel bir oyun çiftlik oyunlarını severek oynuyorum ama hayday içlerinde oynadığım en güzel çiftlik oyunu eğlenerek oynadığım çok az oyundan biri insanı hiç sıkmıyor en mutsuz ve üzgün anlarınızda oynadığınızda bile kafanızı dağıtıyor gerçekten muhteşem ötesi bir oyun 5 yıldız bile az 10 yıldız olsa hiç düşünmeden 10 yıldız verirdim kesinlikle yükleyin kötü diyenlere aldırış etmeyin emeği geçen herkesin ellerine sağlık muhteşem bir oyun
positive,araşlar bu oyun için kimse kötü bir şey demesin ben nerdeyse 20 tane çiftlik oyunu indirdim ve en ama en iyisi bu oyun hay day oyununu yapan kişinin ellerine sağlık 🤩🤩
positive,Oyun harika indirmeyen pişman olur oyunu indirin beğenin ve Nehir Farm çiftliğini ziyaret edin çok eğlenceli oyun Teşekkürler HAY DAY
positive,Merhabalar. Ben Hay Day'i cidden çok seviyorum bazen zorlu olması da eğlenceli oluyor. Çiftliğimi günden güne güzelleştiriyorum. Ve her gün yeni şeyler eklemek çiftliğime beni mutlu ediyor. Eğer bu uygulamayı yüklemeyi düşünen arkadaşlar; yükleyin hiçbir sıkıcı yönü yok tamamen mükemmel bir oyun. HEMEN YÜKLE VAKİT KAYBETME!
positive,Gerçekten Oyunu Yapanın Ellerine Sağlık Bizim Sülalede Oynamayan Kalmadı Telefondan Anlamayan Nenem Bile Hay Day'a Başladı :D
positive,Bu oyun kadar harika birşey olamaz kesinlikle indirmelisiniz burdan supercelle thanks. Hay day yapimcilarinada elinize sağlık
positive,"Bence yeni güncelleme harika olmuş yeni özelliklerini çok sevdim bir kaç şeyi sevemedim ama hiç önemli değil o özelliklerde değişiklik yapabilirler daha iyi bir oyun olur hem de çok oyuncu kazanabilir eğer çok oyuncu kazanırsanız çok mutlu oluruz 3 yıldır bu oyunu oynuyorum arkadaşlarımda bu oyuna bayıldılar yani bu yorumdan sonra oyunu oynamanız gerek hay dayı yapana çok çok teşekkür ediyorum bu oyun en iyi çiftlik oyunu olabilir ama bence çiftliğe okul, AVM ve kafe eklenebilir di bence"
positive,"Supercell tüm oyunların için çok teşekkür ederim.2013'den beri uğraşıorsun hay day oyununu şuan indiriyorum Babamın telefonunda yüklüydü,2 3 ay önce falan çok sevmiştim Brawl Starsda oynuyorum 2 ay indirememiştim hay day i ama şim di indirdim"
positive,Çiftlik oyunu arıyorsanız bunu kesin yükleyin ama traktör filan yok ama gelsin ekinler büyüdükçe bişi ama beleş olsun oyuna başladım olsun bide bede 29 toprak olsun gazete açık olsun oyuna bala dimi 100 altın olsun oyunu sonradan yukleyenlerede gelsin fazla yer kaplaması supercell ben hay day onuda yükledim brawl stars onuda yani bütün oyunları nizi yükledim uhh elim kırılan kadar yazdım elim açıdan 😊😊😊😊😊
positive,"Hay Day 'ı 4 yıldır oynarım ve gerçekten sevdim. İndirmelisiniz , Zor bir oyun değil Harika bir çiftlik oyunu 😊"
positive,Oyun süper ama daha çok özellik ekleme bilir gerçekten bu oyunu yapanların ellerine sağlık yemin ediyorum en güzel çiftlik oyunu budiyer çiftlik oyunlarına alışamıyorum en güzel hay dağ bu oyunu yapan kişilere sesleniyorum ellerinizi sağlık sizlerden başka oyunlarda bekliyoruz... :) :)
positive,"Severek oynadığım bir oyun fakat son zamanlarda dergide alınmaya müsait olan ürüne tıklarınca senden önce başkası aldı diyor ve bu çok sık oluyor.. Tamam ürünlere talep çoktur bazen olabilir bu fakat sık olunca insan oyundan sıkılıyor.. Mesela dergiyi karıştırıyor sayfaların içindeki ürünlere bakıyorum hop yeni dergi açılıyor fakat ürünler çoktan satılmış oluyor.. Bence reklam verildiğinde 3 saat dergide kalacağına 1 saat kalsın ki zaten belli dakkika dolunca yine reklam verebiliyoruz.. Bir de makineler çok pahalı alamıyoruz ücretleri daha cüzi bir rakam olmalı..Bir arkadaş yazmış hangi ürüne ihtiyaç varsa alıcı ihtiyacı olan ürünü reklam verebilsin demiş evet haklı o arkadaşa katılıyorum.. Sadece mahalle arkadaşlarıyla kısıtlı kalmamalı ürün ihtiyacı.. Tmm mahalle de bu durum ücretsiz ama diyer oyuncularında görmesi için olan ücretli olabilir.. En azından facebooktan, oyun içi ekli arkadaşlardan ve takipçilerimiz olan arkadaşlardanda talepte bulunabilsek süper olurdu.. Bunun dışında herkese tavsiye ederim oyunu yükleyin pişman olmazsınız.. Ki artık Hay day çiftlik oyunlarında bir marka.. 😊"
positive,Bence harika bir uygulama olmuş. Ben bunu oynamıştım o günde ilk oynayışımdı ve şimdi de bu size bu oyunu yaptınız diye teşekkür edüyorum ama ben çiftliğinin adını hâlâ ama hâlâ koyamadım. O yüzden bir puan kırıp 4 puan yapıyorum. Yapanların ellerine sağlık çok güzel bir oyun olmuş bu da benim size küçük bir hediye yani küçük. Bir hediye dediğim. Size bir emoji bırakmak çok küçük bir hediye olsada umarım beğenirsiniz. (Sevgilerimle gamze efiloğlo)🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅madalyolar hediyem
positive,Oyuna gerçekten bayıldım. Ara ara hay day da küçük sürprizler yapabiliyor. Fazlasıyla bağımlılık yapıyor. Ama bir süre sonra alışınca daha çok zevk almaya başlayacaksınızdır. Kesinlikle muhteşem bir oyun. Tereddütsüz indirebilirsiniz...
positive,Mahalle ticareti çok güzel olmuş ellerine sağlık hay day
positive,Hay day benim en sevdigim oyunu kim yaptıysa eline koluna sağlık
positive,hay day in 7. yaş günü kutlu olsun supercell ekibi elinize kolunuza sağlık vadi çok güzel yeniliklere devam daha çok hayvan ve elmas sıkıntısına bir çözüm lütfen nadiren elmas çıkıyor lütfen ayarlayın saygılarımla
neutral,Hay Day iyi bir oyun herkese önerdiğim bir çiftlik oyunu ancak yeni gelen güncelleme oyunu biraz bozdu melesa derbi de kişiye hak 5 e düştü ve puanlar 50 oldu ikincisi ürünlerin maliyeti baya fazla keşke yeni gelen güncellemede onu da düzektseydiniz oyun iyi ama güncelleme bazı kusurları yarattı bence eski hali daha iyiydi herkesin indirmesi gereken bir oyun ben çok severek oynuyorum tabi bazı hatalar giderilirse çok daha iyi olur 🙂☺️🙏
positive,Oyundan çıkamıyorum ya öyle bağımlı oldum ki 🤗 harika bir oyun elinize sağlık sadece çok şarj yiyor ona bir çözüm bulunabilirse sevinirim 😅 sen harika bir detaysın hay day sevgilimle bile bu kadar vakit geçirmiyorum😂😍
neutral,Uygulamayı açtığımda otomatik başlatılan uygulamalar bölümünü açıyor. İptal ettiğimde de ana ekran resmi geliyor ve öyle kalıyor. Güncellemede yapılan bir sorun var. Kontrol edilmesini tavsiye ederim.
neutral,Sakın yıklemeyin 4 ürün sipariş verdim her biri ayrı geliyor ve ekstra kargo pa ile karşılaşıyonuz yetkili kimseyede ulaşılmıyor
neutral,Ben buradan ürün aldım ve gayet güzel geldi sadece eve getirmediler
negative,Hiç memnun kalnadım bir sipariş verdim siparişimde 24 ürün vardı 20 ayrı kargoda geldi ne aldım ne yaptım hiç anlamadım son 3 ürün kaldı o da gelsin bi dahada lanet olsun defacto bitti benden mazanın önünden bile geçmem resmen eziyet insana biz sıkıntı lomasın diye internet alış veriş yapıyoz
negative,"Daha önce Güzel diye yorum yaptım ama siparişten sonra kargo lanma süreci çok uzun sürüyor 1 hafta oldu hala kargolanmamis ürünler var,birde bu siparisleri bayram zamanın da versek hiç gelmeyecek anlaşılan. Kargo firması da bi bukadar yavaş 4_5 gün önce verilen kargo daha elimize ulaşmadı.. Yanı neresinden baksanız fiyasko. Firma güzel mallar güzel ama geri planda ki çalışma kötü..Kararsizim açıkçası bidaha alışveriş yapıp yapmamakta.."
negative,"Ben bu uygulamayı çok farklı kullanıyorum :) Mağazadan bakıp seçimimi yapıyorum, bedeni olmasa bile uygulamadan istediğim bedeni satın alabiliyorum. Mağazadan çıktığımda elimde çanta olmuyor. İki gün sonra ürün evime geliyor :) Defacto Akasya AVM'de bu konseptte ""AKILLI"" bir mağaza bile yapmış. Teknolojinin ilerisinde bir marka. Başarıları artarak devam eder umarım."
neutral,"Ürün kalitesi güzel ama şu online satış işinde sıkıntı var, 6 parca urün için 4 kez kargo beklemek zorunda kaldim... Aradigimda fsrkli depolardan ciktigini soylediler ama yanlis bu uygulama tek seferde göndermeyeceğinizi bildiğim icin siparis olusturmaya korkuyorum..2 gun once verdigim sipariste de ayni durumu yasarsam son olacak... ( siparislerim temassiz kargo ile tek seferde geldi cok tesekkurler )"
negative,SAKIN ONLINE ALIŞVERİŞ YAPMAYIN!! 28 gün önce Aydın Söke Novada Avmdeki mağazasından alışveriş yaparken çalışanlardan biri 'EĞER ONLINE ALIRSANIZ DAHA UYGUNA GELIR VE 2 ila 5 GÜN ARASINDA SIZE ULAŞIR' diyerek bizi mağdur etti.Ona güvenip normalde elimizde kasaya götürdüğümüz 7 parça ürünü verdik.3 ürün gelirken diğer 4 ürünümüz 1 aydır gelmedi ve müşteri hizmetleri asla yardım etmedi!Her gün aramamıza rağmen kargoya verildi yapacak biseyimiz yok denildi! ÜSTELİK PARAMIZ DA IADE EDILMIYOR!
positive,Biraz yavaş olsa da gelişeceğine inandığım bir uygulama. Uygulamadan verilen siparişlerden kargo ücreti alınmaması güzel bir jest. Akşam geçtiğim sipariş 24 saatten daha kısa sürede geldi. Başarılarınızın devamını dilerim.
negative,"Defacto kadar beceriksiz bi firma görmedim Aylar önce sipariş vermiştim adrese 9 gün sonra vardı ve adres istanbulun göbeğinde, 2 gün önce tekrar sipariş ettim farklı bir adrese fakat defacto bu siparişi eski adresime kargoluyor birde kargolanmadan önce 10/15 defa iletişime gectim hiç bir şekilde cevap verilmedi, kargoya verildi şuan olmadığım bir adrese gidiyor, Müşteri ilişkileri berbat. Kargo gecikmeli geliyor, ve iletişimde en az 3 gün gec cevap geliyor oda sacma cevaplar. Tavsiye etmiyrm"
positive,"Ödeme seçeneği kolaylığı olan nadir mağazalardan, teşekkürler Defacto"
neutral,Güzel ama çok geç kargoya veriliyor
neutral,DeFactoyu seviyorum
positive,Seviyorum Defacto seni
negative,uygulamayı indirin 50 tl ye 10 tl indirim yapalım diye mesaj geldi yeni sezon ürün almama rağmen indirim uygulanmadı 3 gündür sistemsel hata deniliyor eşimde yükledi aynı hata ondada oldu defacto milleti kandırıyor herkes telefonuna indirsin diye teşvik mesajları yolluyorsunuz sonrada bizden kaynaklı değil isterseniz silin diyorsunuz indirdikten sonra size prim kazanırmışım zaten sorun odaklı çalışın LCW harika herzaman müşteri memnuniyeti sunan bir firma lanet olsun size.
positive,Cemre Solmaz Meleğim İçin indiriyorum Tebrik Ediyorum İyi seçim Yapmışınız Csfc BAŞARACAK🌵
negative,"Uygulamayı indirdim fakat hiçbir şekilde uygulamaya giremiyorum,beni otomatik başlatmaya atıyor sildim gitti"
negative,İğğrreennnçç bir uygulama artık geliştirin bıktım sorun yaşamaktan geri siliyorum her indirdiğimde bidaha indirmicem
negative,Ya arkadaş yurtiçi ile çalışmayın 10 kasımda sipariş verdim. 13 kasımda defactodan mesaj geldi ürününüz kargoya verildi diye ürün bugün yolla çıkıyor. Ya siz baskı kurmazsanız bu adamlara böyle ürünüm geç gelir. Bu sizin yüzünüzden oldu. Müşteri hizmetlerini aradığımda cuma günü gelmesi gerek dedikleri ürün daha bugün kargoya veriliyor çarşamba gelecek. E ben ne anladım 1.5 hafta sonra gelen üründen. Sanki yurtdışından gelecek!!!! De facto şu konuda suçludur. Yurt içi ile çalışmayacak. Nokta.
positive,Sırf Cemre solmaz var diye yükledim
negative,DEFACTO PIŞMANLIKTIR DeFacto dan birkaç parça ürün sipariş ettim. Ürünler stokta var gözüküyordu. Ödemeyi yaptım. Birkaç gün sonra ürünlerin iptal olduğunu gördüm. Müşteri temsilcisi yoğun ilgiden tükendiğini söyledi. Tükendiyse neden hala satışta. 1 ay Sonra tekrar alis veriş yaptım. Yine aynı durumla karşılaştım. Galiba DeFacto bunu kar amacı olarak görmeye başladı. Önce parayı alıyor. Sonra kafasına göre iptal ediyor açıklaması ise yoğun talep
negative,"Kardeşim banka kartı yazıyor ama bilgileri girince kredi kartı girin diyor, bunun yüzünden 7.99 TL hem kargo ücreti 6.89 TL de kapıda ödeme verdim. Ne gerek vardı buna, düpe düz soygun bu!!!!"
